speed,weight,dead,airbag,seatbelt,frontal,sex,ageOFocc,yearacc,yearVeh,abcat,occRole,deploy,injSeverity
10-24,792.490999996662,alive,airbag,belted,1,f,64,2002,1996,deploy,driver,1,3
10-24,792.490999996662,alive,airbag,belted,1,m,39,2002,1996,deploy,pass,1,3
25-39,42.4909999999218,alive,airbag,none,1,m,20,2002,1996,deploy,driver,1,3
40-54,42.4909999999218,alive,none,none,1,m,25,2002,1990,unavail,driver,0,3
25-39,81.8139999993145,alive,airbag,belted,1,f,27,2002,2000,deploy,driver,1,3
10-24,81.8139999993145,alive,airbag,none,1,m,23,2002,2002,deploy,driver,1,3
10-24,81.8139999993145,alive,airbag,none,1,m,31,2002,2002,deploy,pass,1,3
10-24,158.06799999997,alive,none,belted,1,m,20,2002,1993,unavail,driver,0,0
10-24,158.06799999997,alive,airbag,belted,1,m,35,2002,1997,deploy,driver,1,0
10-24,158.06799999997,alive,airbag,none,1,f,40,2002,1997,deploy,pass,1,3
25-39,70.9319999990985,alive,none,belted,1,m,41,2002,1982,unavail,driver,0,0
10-24,70.9319999990985,alive,airbag,belted,0,f,43,2002,1997,nodeploy,driver,0,3
10-24,70.9319999990985,alive,none,belted,0,f,63,2002,1994,unavail,driver,0,3
10-24,70.9319999990985,alive,none,belted,0,f,52,2002,1994,unavail,pass,0,3
10-24,70.9319999990985,alive,airbag,belted,1,f,29,2002,1997,nodeploy,driver,0,3
25-39,81.5429999995977,alive,airbag,belted,0,f,84,2002,2000,deploy,driver,1,3
10-24,81.5429999995977,alive,airbag,none,1,f,37,2002,1995,deploy,driver,1,3
10-24,81.5429999995977,alive,airbag,none,1,f,16,2002,1995,deploy,pass,1,3
10-24,81.5429999995977,alive,airbag,belted,1,f,63,2002,2001,deploy,driver,1,3
10-24,81.5429999995977,alive,airbag,belted,0,m,46,2002,2002,nodeploy,driver,0,0
10-24,81.5429999995977,alive,airbag,belted,0,m,38,2002,2002,nodeploy,pass,0,3
10-24,59.4089999999851,alive,airbag,belted,1,m,70,2002,2000,nodeploy,driver,0,3
10-24,59.4089999999851,alive,airbag,none,0,f,23,2002,1998,deploy,driver,1,3
10-24,42.4909999999218,alive,none,belted,1,m,18,2002,1981,unavail,driver,0,3
10-24,42.4909999999218,alive,none,belted,1,m,18,2002,1981,unavail,pass,0,3
25-39,42.4909999999218,alive,airbag,belted,0,m,21,2002,1995,deploy,driver,1,0
10-24,508.403999999166,alive,airbag,none,1,m,70,2002,1996,deploy,driver,1,0
10-24,83.2829999998212,alive,none,belted,0,m,32,2002,1987,unavail,driver,0,3
25-39,83.2829999998212,alive,airbag,belted,1,f,32,2002,1996,deploy,driver,1,3
10-24,1037.99099999666,alive,airbag,belted,1,f,30,2002,1999,nodeploy,driver,0,1
10-24,1037.99099999666,alive,airbag,belted,1,m,38,2002,1999,nodeploy,pass,0,0
25-39,110.9729999993,alive,airbag,belted,0,m,73,2002,1996,nodeploy,driver,0,3
25-39,110.9729999993,alive,airbag,belted,0,f,65,2002,1996,nodeploy,pass,0,3
25-39,110.9729999993,alive,none,belted,1,f,37,2002,1990,unavail,driver,0,1
10-24,93.3109999997541,alive,airbag,belted,1,m,20,2002,1995,nodeploy,driver,0,3
1-9km/h,307.159999996424,alive,airbag,belted,0,m,71,2002,1997,nodeploy,driver,0,0
10-24,307.159999996424,alive,airbag,belted,1,f,23,2002,2000,nodeploy,driver,0,1
25-39,49.2899999995716,alive,none,belted,1,m,46,2002,1994,unavail,driver,0,3
25-39,49.2899999995716,alive,airbag,belted,1,m,46,2002,1993,deploy,driver,1,3
25-39,49.2899999995716,alive,none,belted,1,f,43,2002,1993,unavail,pass,0,3
25-39,833.893999993801,alive,airbag,belted,1,f,19,2002,1998,deploy,driver,1,1
10-24,67.1359999999404,alive,none,belted,1,m,65,2002,1994,unavail,driver,0,3
25-39,76.48399999924,alive,none,belted,1,f,37,2002,1994,unavail,driver,0,3
40-54,59.4089999999851,alive,airbag,belted,1,m,22,2002,1999,deploy,driver,1,3
25-39,59.4089999999851,alive,airbag,none,0,m,26,2002,1990,deploy,driver,1,3
10-24,59.4089999999851,alive,airbag,belted,1,m,32,2002,1995,deploy,driver,1,1
10-24,59.4089999999851,alive,airbag,belted,0,m,47,2002,2000,nodeploy,driver,0,3
10-24,115.575999999419,alive,none,belted,1,f,74,2002,1987,unavail,driver,0,3
10-24,59.4089999999851,alive,none,belted,1,m,18,2002,1989,unavail,driver,0,3
10-24,59.4089999999851,alive,none,belted,1,f,18,2002,1989,unavail,pass,0,3
10-24,59.4089999999851,alive,airbag,belted,0,f,33,2002,2002,nodeploy,driver,0,1
10-24,59.4089999999851,alive,airbag,belted,0,f,47,2002,2002,nodeploy,pass,0,3
10-24,584.502999998629,alive,none,belted,1,m,34,2002,1988,unavail,driver,0,1
1-9km/h,981.548999994993,alive,airbag,belted,1,f,33,2002,1994,nodeploy,driver,0,0
10-24,981.548999994993,alive,airbag,none,1,f,31,2002,1995,nodeploy,driver,0,3
40-54,95.4639999996871,dead,none,none,1,m,38,2002,1985,unavail,driver,0,3
40-54,95.4639999996871,alive,none,none,1,f,53,2002,1985,unavail,pass,0,3
25-39,95.4639999996871,alive,airbag,belted,1,f,22,2002,1995,deploy,driver,1,1
25-39,95.4639999996871,alive,none,belted,1,f,18,2002,1995,unavail,pass,0,2
10-24,42.4909999999218,alive,none,belted,1,f,27,2002,1989,unavail,driver,0,3
10-24,42.4909999999218,alive,none,belted,1,f,20,2002,1989,unavail,pass,0,3
10-24,42.4909999999218,alive,airbag,none,0,m,21,2002,1995,deploy,driver,1,2
40-54,70.6119999997318,alive,none,belted,0,f,49,2002,1984,unavail,driver,0,3
25-39,48.7939999997616,alive,airbag,none,1,m,21,2002,1995,deploy,driver,1,2
25-39,48.7939999997616,alive,airbag,none,1,f,18,2002,1995,deploy,pass,1,3
10-24,48.7939999997616,alive,airbag,belted,0,m,42,2002,1993,nodeploy,driver,0,2
10-24,48.7939999997616,alive,airbag,belted,0,f,22,2002,1993,nodeploy,pass,0,2
10-24,74.3459999999031,alive,none,belted,1,f,30,2002,1988,unavail,driver,0,3
1-9km/h,74.3459999999031,alive,airbag,none,0,m,64,2002,2001,nodeploy,driver,0,3
10-24,18286.6099998951,alive,none,belted,1,f,20,2002,1993,unavail,driver,0,1
10-24,18286.6099998951,alive,none,belted,1,m,16,2002,1993,unavail,pass,0,0
10-24,73.394999999553,alive,airbag,none,1,f,87,2002,1999,deploy,driver,1,2
10-24,73.394999999553,alive,airbag,none,1,f,36,2002,2000,deploy,driver,1,3
1-9km/h,73.394999999553,alive,airbag,belted,0,m,39,2002,2001,nodeploy,driver,0,3
40-54,126.154999999329,alive,airbag,belted,0,f,19,2002,1999,deploy,driver,1,2
25-39,126.154999999329,alive,airbag,belted,1,m,70,2002,2000,deploy,driver,1,2
25-39,126.154999999329,alive,airbag,belted,1,f,71,2002,2000,deploy,pass,1,2
25-39,335.473999999464,alive,none,none,0,m,22,2002,1982,unavail,driver,0,2
25-39,335.473999999464,alive,none,belted,0,m,64,2002,1986,unavail,driver,0,2
40-54,335.473999999464,alive,none,none,1,m,35,2002,1988,unavail,driver,0,2
1-9km/h,247.140999998897,alive,airbag,belted,1,m,18,2002,2002,nodeploy,driver,0,0
1-9km/h,247.140999998897,alive,none,belted,1,f,63,2002,1989,unavail,driver,0,1
10-24,623.981999993324,alive,none,belted,0,f,17,2002,1984,unavail,driver,0,1
10-24,623.981999993324,alive,none,belted,0,f,17,2002,1984,unavail,pass,0,1
10-24,136.96799999848,alive,none,none,0,m,38,2002,1991,unavail,driver,0,3
10-24,268.323999997228,alive,airbag,belted,1,f,49,2002,2000,nodeploy,driver,0,0
10-24,42.4909999999218,alive,none,belted,1,m,47,2002,1981,unavail,driver,0,1
25-39,42.4909999999218,alive,none,none,0,m,46,2002,1986,unavail,driver,0,3
10-24,101.978999999352,alive,airbag,belted,0,f,31,2002,2000,nodeploy,driver,0,0
25-39,101.978999999352,alive,airbag,belted,1,m,16,2002,1997,deploy,driver,1,0
10-24,67.9859999995679,alive,none,belted,1,f,43,2002,1988,unavail,driver,0,0
10-24,67.9859999995679,alive,airbag,belted,0,f,58,2002,1993,nodeploy,driver,0,3
10-24,1150.19799999893,alive,none,belted,0,m,78,2002,1978,unavail,driver,0,1
25-39,371.975999999791,alive,airbag,belted,1,m,29,2002,2001,nodeploy,driver,0,1
25-39,371.975999999791,alive,airbag,none,1,f,28,2002,2001,nodeploy,pass,0,1
10-24,68.7659999998286,alive,airbag,belted,1,f,32,2002,2001,deploy,driver,1,2
25-39,316.303999997675,alive,none,none,1,f,22,2002,1990,unavail,driver,0,0
25-39,316.303999997675,alive,none,none,1,m,25,2002,1990,unavail,pass,0,2
55+,13.5689999999013,alive,airbag,belted,1,m,30,2002,2001,deploy,driver,1,3
25-39,16.3389999999199,dead,none,belted,0,f,75,2002,1992,unavail,driver,0,4
10-24,16.3389999999199,alive,none,belted,1,m,50,2002,1986,unavail,driver,0,1
25-39,79.4769999999553,alive,none,none,1,m,35,2002,1982,unavail,driver,0,2
25-39,79.4769999999553,alive,airbag,belted,0,m,17,2002,2001,nodeploy,driver,0,1
25-39,11.4779999998864,alive,airbag,belted,0,f,17,2002,2002,deploy,driver,1,3
25-39,11.4779999998864,alive,airbag,none,0,f,18,2002,2002,deploy,pass,1,0
40-54,17.8909999998286,alive,airbag,belted,1,f,30,2002,2001,deploy,driver,1,3
10-24,9.90099999995437,alive,none,none,1,m,42,2002,1989,unavail,driver,0,3
10-24,9.90099999995437,alive,airbag,belted,0,m,29,2002,1994,nodeploy,driver,0,0
10-24,14.8709999999264,alive,airbag,belted,1,m,70,2002,1990,deploy,driver,1,1
10-24,14.8709999999264,alive,none,belted,1,f,66,2002,1990,unavail,pass,0,3
25-39,14.8709999999264,alive,airbag,belted,1,m,42,2002,1996,deploy,driver,1,2
25-39,14.8709999999264,alive,none,belted,1,m,22,2002,1991,unavail,driver,0,3
40-54,1692.64899998903,alive,airbag,belted,1,m,76,2002,1996,deploy,driver,1,0
55+,8.6019999999553,dead,none,belted,1,m,19,2002,1990,unavail,driver,0,4
55+,8.6019999999553,alive,airbag,belted,1,f,22,2002,2001,deploy,driver,1,3
55+,8.6019999999553,alive,airbag,none,1,m,21,2002,2001,deploy,pass,1,1
40-54,9.82199999992736,alive,airbag,none,0,f,47,2002,1986,nodeploy,driver,0,3
25-39,25.4389999997802,alive,airbag,belted,0,f,17,2002,1997,deploy,driver,1,2
25-39,25.4389999997802,alive,airbag,belted,0,m,18,2002,1997,deploy,pass,1,2
10-24,25.4389999997802,alive,none,none,1,m,38,2002,1994,unavail,driver,0,0
10-24,69.8969999998808,alive,airbag,belted,0,f,34,2002,2002,nodeploy,driver,0,2
55+,9.82199999992736,alive,none,belted,1,m,34,2002,1988,unavail,driver,0,3
10-24,209.126999998465,alive,none,belted,1,m,29,2002,1990,unavail,driver,0,0
10-24,1081.67299999297,alive,none,belted,0,f,41,2002,1990,unavail,driver,0,1
10-24,78.2319999998435,alive,airbag,belted,1,f,18,2002,1999,nodeploy,driver,0,1
10-24,78.2319999998435,alive,airbag,belted,1,f,20,2002,1999,nodeploy,pass,0,1
10-24,78.2319999998435,alive,none,belted,1,m,24,2002,1989,unavail,driver,0,1
25-39,62.2999999998137,alive,airbag,belted,1,m,48,2002,1993,deploy,driver,1,2
1-9km/h,52.2299999999814,alive,airbag,belted,1,m,49,2002,1999,deploy,driver,1,1
10-24,52.2299999999814,alive,airbag,belted,0,m,33,2002,2000,nodeploy,driver,0,1
25-39,9.82199999992736,alive,none,belted,1,m,29,2002,1994,unavail,driver,0,0
25-39,9.82199999992736,alive,airbag,belted,0,m,39,2002,1995,nodeploy,driver,0,1
10-24,193.362999999896,alive,airbag,belted,1,f,43,2002,1999,deploy,driver,1,2
10-24,193.362999999896,alive,airbag,belted,1,m,20,2002,1993,deploy,driver,1,1
55+,9.82199999992736,alive,airbag,none,1,m,20,2002,1993,deploy,driver,1,3
10-24,9.82199999992736,alive,airbag,belted,1,f,28,2002,2000,deploy,driver,1,2
10-24,9.82199999992736,alive,airbag,belted,1,m,31,2002,2000,deploy,pass,1,2
40-54,9.82199999992736,alive,none,belted,1,m,20,2002,1989,unavail,driver,0,0
40-54,105.646999999881,alive,airbag,belted,1,f,21,2002,2001,deploy,driver,1,2
25-39,21.1649999998044,alive,none,none,1,m,28,2002,1986,unavail,driver,0,2
25-39,21.1649999998044,alive,airbag,belted,0,f,27,2002,1998,deploy,driver,1,3
25-39,21.1649999998044,alive,airbag,belted,0,m,28,2002,1998,deploy,pass,1,2
40-54,12.2569999999832,alive,none,belted,0,f,27,2002,1988,unavail,driver,0,1
40-54,12.2569999999832,alive,none,belted,0,m,23,2002,1988,unavail,pass,0,3
40-54,12.2569999999832,alive,none,belted,1,m,20,2002,1986,unavail,driver,0,2
25-39,12.2569999999832,alive,none,belted,0,f,42,2002,1994,unavail,driver,0,3
55+,1.55499999999302,dead,none,none,0,m,49,2002,1989,unavail,driver,0,4
10-24,82.7039999999106,alive,airbag,belted,1,m,22,2002,1999,nodeploy,driver,0,0
10-24,82.7039999999106,alive,airbag,belted,0,m,23,2002,2002,nodeploy,driver,0,0
10-24,82.7039999999106,alive,airbag,belted,0,m,33,2002,2002,nodeploy,pass,0,2
10-24,180.275999998674,alive,airbag,belted,1,f,75,2002,1995,nodeploy,driver,0,1
10-24,180.275999998674,alive,none,belted,1,m,62,2002,1987,unavail,driver,0,1
1-9km/h,240.794999999925,alive,airbag,belted,1,m,16,2002,1996,nodeploy,driver,0,0
10-24,240.794999999925,alive,airbag,belted,1,f,19,2002,2002,nodeploy,driver,0,1
10-24,240.794999999925,alive,airbag,belted,1,f,19,2002,2002,nodeploy,pass,0,0
25-39,9.82199999992736,alive,airbag,belted,1,f,69,2002,1989,deploy,driver,1,2
55+,11.9419999999227,alive,none,belted,1,m,37,2002,1987,unavail,driver,0,3
25-39,11.9419999999227,alive,airbag,belted,1,f,50,2002,1999,deploy,driver,1,2
10-24,8.40199999988545,alive,airbag,belted,0,m,50,2002,1995,nodeploy,driver,0,1
40-54,9.82199999992736,alive,airbag,none,0,f,81,2002,1995,nodeploy,driver,0,3
25-39,175.2229999993,alive,airbag,belted,1,f,40,2002,2000,deploy,driver,1,3
40-54,9.82199999992736,alive,none,belted,1,f,18,2002,1992,unavail,driver,0,3
25-39,9.82199999992736,alive,none,belted,0,m,48,2002,1989,unavail,driver,0,3
25-39,9.82199999992736,alive,airbag,belted,1,m,19,2002,2002,deploy,driver,1,1
25-39,9.82199999992736,alive,airbag,belted,1,f,19,2002,2002,deploy,pass,1,1
10-24,28.5009999999311,alive,airbag,belted,1,m,43,2002,2000,deploy,driver,1,1
10-24,321.330999996513,alive,none,belted,1,m,56,2002,1989,unavail,driver,0,0
40-54,9.82199999992736,alive,none,belted,0,m,87,2002,1985,unavail,driver,0,3
55+,9.82199999992736,alive,airbag,belted,1,m,21,2002,1996,deploy,driver,1,1
25-39,9.82199999992736,alive,airbag,belted,0,f,43,2002,1993,nodeploy,driver,0,3
25-39,9.82199999992736,alive,none,belted,1,m,65,2002,1978,unavail,driver,0,0
25-39,379.341999996454,alive,airbag,none,1,m,34,2002,1995,deploy,driver,1,2
1-9km/h,341.931999996305,alive,airbag,belted,0,f,30,2002,1993,deploy,driver,1,2
40-54,11.4839999999385,alive,airbag,belted,1,m,17,2002,1993,deploy,driver,1,3
10-24,101.660999999382,alive,none,belted,1,f,47,2002,1989,unavail,driver,0,2
55+,11.1429999999236,alive,airbag,belted,1,m,29,2002,1993,deploy,driver,1,3
25-39,11.1429999999236,alive,airbag,belted,1,m,55,2002,1999,deploy,driver,1,2
40-54,11.1429999999236,alive,airbag,belted,1,m,23,2002,1992,deploy,driver,1,3
10-24,181.466999998316,alive,airbag,belted,1,m,32,2002,2001,nodeploy,driver,0,0
55+,12.0719999999274,alive,airbag,belted,1,m,19,2002,1999,deploy,driver,1,3
25-39,12.0719999999274,alive,airbag,belted,1,f,36,2002,2002,deploy,driver,1,2
10-24,12.0719999999274,alive,airbag,belted,0,m,22,2002,1998,nodeploy,driver,0,2
10-24,12.0719999999274,alive,airbag,belted,0,f,19,2002,1998,nodeploy,pass,0,1
10-24,12.0719999999274,alive,airbag,belted,1,f,20,2002,2002,deploy,driver,1,1
10-24,12.0719999999274,alive,airbag,belted,1,m,20,2002,2002,deploy,pass,1,2
10-24,8.40199999988545,alive,airbag,belted,1,m,45,2002,1999,deploy,driver,1,1
25-39,8.40199999988545,alive,airbag,none,1,m,28,2002,1999,deploy,driver,1,3
25-39,45.75,alive,airbag,belted,1,m,53,2002,2002,deploy,driver,1,0
25-39,1.53699999999662,alive,none,belted,1,m,24,2002,1995,unavail,driver,0,3
25-39,9.82199999992736,alive,none,belted,1,f,25,2002,1993,unavail,driver,0,3
25-39,192.312999999151,alive,airbag,belted,1,m,36,2002,1997,deploy,driver,1,2
10-24,994.703999996185,alive,airbag,belted,1,f,19,2002,1993,deploy,driver,1,1
10-24,994.703999996185,alive,none,belted,1,f,18,2002,1993,unavail,pass,0,1
10-24,336.61799999699,alive,airbag,belted,1,f,64,2002,1991,nodeploy,driver,0,0
25-39,8.40199999988545,alive,airbag,belted,1,f,34,2002,2003,deploy,driver,1,1
1-9km/h,8.40199999988545,alive,airbag,none,0,f,35,2002,2000,nodeploy,driver,0,3
10-24,8.40199999988545,alive,airbag,belted,1,m,44,2002,1998,deploy,driver,1,2
25-39,8.40199999988545,alive,airbag,belted,1,m,24,2002,2000,deploy,driver,1,3
10-24,57.2929999995977,alive,none,belted,1,f,16,2002,1989,unavail,driver,0,1
10-24,124.88599999994,alive,airbag,belted,1,f,38,2002,1996,deploy,driver,1,1
55+,7.38699999998789,dead,airbag,belted,0,m,86,2002,2002,deploy,driver,1,4
55+,7.38699999998789,dead,airbag,belted,0,f,86,2002,2002,deploy,pass,1,4
55+,7.38699999998789,alive,none,belted,1,m,39,2002,1984,unavail,driver,0,3
55+,7.38699999998789,alive,none,belted,1,m,31,2002,1984,unavail,pass,0,3
55+,7.38699999998789,dead,none,belted,1,m,33,2002,1988,unavail,driver,0,4
10-24,13.1969999999274,alive,airbag,belted,1,m,51,2002,1995,deploy,driver,1,1
55+,8.40199999988545,alive,airbag,none,1,f,36,2002,2001,nodeploy,driver,0,3
25-39,9.82199999992736,alive,airbag,belted,1,f,19,2002,1995,deploy,driver,1,3
25-39,8.40199999988545,alive,airbag,belted,0,m,34,2002,2000,nodeploy,driver,0,3
25-39,8.40199999988545,alive,airbag,belted,0,f,35,2002,2000,nodeploy,pass,0,3
10-24,152.515999998897,alive,airbag,belted,1,f,32,2002,2001,deploy,driver,1,1
10-24,152.515999998897,alive,airbag,belted,1,f,27,2002,2001,deploy,pass,1,2
25-39,9.82199999992736,alive,airbag,belted,1,m,44,2002,1995,deploy,driver,1,0
25-39,9.82199999992736,alive,none,belted,1,m,20,2002,1995,unavail,pass,0,3
25-39,9.82199999992736,alive,none,belted,0,f,36,2002,1992,unavail,driver,0,1
10-24,49.8059999998659,alive,airbag,belted,1,m,57,2002,2001,nodeploy,driver,0,1
10-24,561.540999993682,alive,none,belted,1,m,73,2002,1990,unavail,driver,0,2
25-39,9.82199999992736,alive,airbag,belted,0,m,48,2002,1993,deploy,driver,1,1
25-39,9.82199999992736,alive,none,belted,0,f,46,2002,1993,unavail,pass,0,1
40-54,9.82199999992736,alive,airbag,belted,1,m,20,2002,1995,deploy,driver,1,2
40-54,9.82199999992736,alive,airbag,belted,1,m,18,2002,1995,deploy,pass,1,1
25-39,1105.52099999785,alive,none,belted,0,f,18,2002,1990,unavail,driver,0,0
25-39,1105.52099999785,alive,none,belted,0,f,19,2002,1990,unavail,pass,0,0
10-24,69.0919999992475,alive,none,belted,0,m,35,2002,1991,unavail,driver,0,0
10-24,69.0919999992475,alive,none,belted,0,m,33,2002,1991,unavail,pass,0,1
10-24,52.9029999999329,alive,airbag,belted,1,m,44,2002,2001,deploy,driver,1,2
25-39,25.2729999998119,alive,none,none,1,m,21,2002,1987,unavail,driver,0,3
10-24,983.134999997914,alive,none,none,1,m,40,2002,1978,unavail,driver,0,0
10-24,983.134999997914,alive,none,none,1,m,28,2002,1978,unavail,pass,0,0
25-39,983.134999997914,alive,none,belted,0,f,28,2002,1989,unavail,driver,0,2
25-39,13.5419999998994,alive,none,none,1,m,18,2002,1986,unavail,driver,0,3
10-24,20.4089999999851,alive,airbag,belted,1,f,24,2002,2001,nodeploy,driver,0,3
10-24,20.4089999999851,alive,none,none,1,f,16,2002,1987,unavail,driver,0,3
10-24,20.4089999999851,alive,none,belted,1,f,17,2002,1987,unavail,pass,0,NA
10-24,12.6369999999879,alive,airbag,belted,1,f,63,2002,1996,deploy,driver,1,1
10-24,12.6369999999879,alive,airbag,belted,1,m,41,2002,1996,deploy,pass,1,0
25-39,12.6369999999879,alive,airbag,belted,0,m,37,2002,1995,nodeploy,driver,0,3
10-24,294.369999997318,alive,none,belted,0,m,46,2002,1986,unavail,driver,0,2
10-24,294.369999997318,alive,airbag,belted,1,f,26,2002,1997,deploy,driver,1,0
40-54,25.2729999998119,alive,none,belted,1,f,66,2002,1987,unavail,driver,0,3
25-39,25.2729999998119,alive,none,belted,1,m,47,2002,1983,unavail,driver,0,1
25-39,488.111999999732,alive,none,belted,0,m,57,2002,1987,unavail,driver,0,2
10-24,488.111999999732,alive,none,belted,1,f,23,2002,1995,unavail,driver,0,0
10-24,1585.71499998868,alive,none,belted,0,m,22,2002,1989,unavail,driver,0,0
10-24,1585.71499998868,alive,none,belted,0,f,24,2002,1989,unavail,pass,0,0
55+,24.8279999999795,dead,none,belted,0,m,26,2002,1991,unavail,driver,0,4
55+,24.8279999999795,alive,none,belted,0,m,18,2002,1991,unavail,pass,0,5
40-54,12.4139999999898,dead,none,none,0,m,25,2002,1989,unavail,driver,0,4
10-24,784.88599999994,alive,none,belted,1,m,42,2002,1986,unavail,driver,0,1
10-24,784.88599999994,alive,none,none,1,m,28,2002,1986,unavail,pass,0,1
55+,18.8949999997858,alive,airbag,belted,1,f,21,2002,1994,deploy,driver,1,1
10-24,923.045999996364,alive,airbag,belted,1,m,18,2002,1995,deploy,driver,1,0
10-24,923.045999996364,alive,airbag,belted,1,m,17,2002,1995,deploy,pass,1,1
40-54,18.8949999997858,alive,airbag,belted,1,f,25,2002,1995,deploy,driver,1,3
40-54,18.8949999997858,alive,airbag,belted,1,m,16,2002,1995,deploy,pass,1,3
40-54,18.8949999997858,alive,airbag,none,0,f,17,2002,2001,nodeploy,driver,0,3
1-9km/h,1069.03599999845,alive,airbag,belted,0,f,30,2002,2001,nodeploy,driver,0,1
10-24,12.6369999999879,alive,airbag,belted,1,m,18,2002,1990,deploy,driver,1,0
10-24,12.6369999999879,alive,none,belted,1,f,27,2002,1992,unavail,driver,0,3
10-24,12.6369999999879,alive,none,belted,1,m,23,2002,1992,unavail,pass,0,2
10-24,755.940999999642,alive,airbag,none,1,m,27,2002,2001,deploy,driver,1,0
10-24,1249.28999999166,alive,airbag,belted,1,m,16,2002,1998,nodeploy,driver,0,0
10-24,1249.28999999166,alive,none,belted,1,f,78,2002,1979,unavail,driver,0,1
25-39,102.039999999106,alive,airbag,belted,0,f,69,2002,1994,deploy,driver,1,2
10-24,102.039999999106,alive,airbag,belted,1,f,50,2002,1999,deploy,driver,1,2
25-39,227.16599999927,alive,airbag,belted,0,m,23,2002,1992,nodeploy,driver,0,1
10-24,227.16599999927,alive,airbag,belted,1,f,66,2002,1997,nodeploy,driver,0,0
10-24,737.986999996006,alive,none,belted,1,f,31,2002,1991,unavail,driver,0,1
10-24,77.3529999991879,alive,none,belted,0,f,20,2002,1991,unavail,driver,0,3
